Protein IDs	Leading	Core mucus proteome (yes if included)	Annotation (IC=intracellular, S=secreted, S+ER=secreted with ER retention motif, TM=transmembrane, L=lipidated and P=plasma)	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Intensity UCA_1	Intensity UCA_2	Intensity UCA_3	Intensity UCA_4	Intensity UCA_5	Intensity UCA_6	Intensity UCA_7	Intensity UCA_8	Intensity UCA_9	Intensity UCA_10	Intensity UCA_11	Intensity UCA_12	Intensity UCA_13	Intensity UCA_14	Intensity UCA_15	Intensity UCA_16	Intensity UCA_17	Intensity UCA_18	Intensity UCA_19	Intensity UCA_20	Intensity UCA_21	Intensity UCA_22	Intensity UCA_23	Intensity UCA_24	Intensity UCA_25	Intensity UCA_26	Intensity UCA_27	Intensity UCA_28	Intensity UCA_29	Intensity UCA_30	Intensity UCA_31	Intensity UCA_32	Intensity UCA_33	Intensity UCA_34	Intensity UCA_35	Intensity UCA_36	Intensity UCR_1	Intensity UCR_2	Intensity UCR_3	Intensity UCR_4	Intensity UCR_5	Intensity UCR_6	Intensity UCR_7	Intensity UCR_8	Intensity UCR_9	Intensity UCR_10	Intensity UCR_11	Intensity UCR_12	Intensity UCR_13	Intensity UCR_14	Intensity UCR_15	Intensity UCR_16	Intensity UCR_17	Intensity UCR_18	Intensity UCR_19	Intensity UCR_20	Intensity UCR_21	Intensity UCR_22	Intensity UCR_23	Intensity UCR_24	Intensity UCR_25	Intensity UCR_26	Intensity UCR_27	Intensity UCR_28	Intensity C_1	Intensity C_2	Intensity C_3	Intensity C_4	Intensity C_5	Intensity C_6	Intensity C_7	Intensity C_8	Intensity C_9	Intensity C_10	Intensity C_11	Intensity C_12	Intensity C_13	Intensity C_14	Intensity C_15	Intensity C_16	Intensity C_17	Intensity C_18	Intensity C_19	Intensity C_20	Intensity C_21	Intensity C_22	Intensity C_23	Intensity C_24	Intensity C_25	Intensity C_26	Intensity C_27	Intensity C_28	Intensity C_29	Intensity C_30	Intensity C_31	Intensity C_32	Intensity C_33	Intensity C_34	Intensity C_35	Intensity C_36	Intensity C_37	Intensity C_38	Intensity C_39	Intensity C_40	Intensity C_41	Intensity C_42	Intensity C_43	Intensity C_44	Intensity C_45	Intensity C_46	Intensity C_47	Number of IDs in controls	Number of IDs in UCA	Number of IDs in UCR	Number of IDs in total	Sequence annotation (SIGNAL or NC (non-classical))	Sequence annotation (ER retention)
Q14002	Q14002	Yes	S	4	4	4	Carcinoembryonic antigen-related cell adhesion molecule 7	CEACAM7		29949068.96	25241730.62	999876.7841	6167806.402	3500710.423914	19150944.648483	8695803.98628792	26933234.248216	15096849.9240259	1471900.739926	8323959.39636616	44487226.1223291	35795244.9933999		1376000.98103564	2675599.79155241		3446246.61638345	18173723.090909		2893554.18147295			1445895.380524		17832077.4724755		7557583.35248561		5720124.99724323	1012341.91662884		19407031.9499461	18844505.221811		15352598.7559897		9371622.125	45162086.65	18535217.87	26646442.74	19523135.08	11746266.34	1935267.901	21667286.88	9406760.756	31335744.18	44067182.03	12118537.56	1075193.257	40289392.36	1047619.712	19972110.34	6843276.225	4946506.91666649		54976713.36	43518855.06	52251593.37	6443165.761	5140260.767		6674057.486	35841523.2786339	13788553.3983613	2996781.29639703	32835588.2204812		24185445.8931671	7700891.27970991	19943853.94509	21816398.0703563	31790980.1132899	24062515.1250468	50264862.3049385	5699730.65037758	1622793.83469511	9119629.95787313	48637617.9417811	18149647.7348351	23262731.7315876	18268883.5036006		14709210.9802318	28167541.0576444	5335377.34836845	37054967.8432719	10372338.0336836	9001664.26729469	31698133.9855992	7896279.04640857	24629256.8498493	7816596.39712777	6370224.83551077	3850693.43603363	54513935.2804106	29311408.7315391	3847763.23569101	4691306.82402688		2583056.61547132	3361953.15277839	26980010.9859947	1318166.6992652	56406958.2498138		51921120.5965584	29817558.2872543	80545846.2845859	21711943.4770355	43	25	25	93	SIGNAL 1 35	
P10645	P10645	Yes	S	27	27	27	Chromogranin-A;Vasostatin-1;Vasostatin-2;EA-92;ES-43;Pancreastatin;SS-18;WA-8;WE-14;LF-19;AL-11;GV-19;GR-44;ER-37	CHGA	44274897.58	26941436.68	46401714.77	5742454.605	31497016.22	34411205.8736002	19161934.4095233	198025.900373719	14797914.5184925	14018035.0619485	11968447.7897819	60122184.6227016	35537601.7834596	11173279.9315333	10279563.3215809	27409291.3769004	13626853.3509504	1776214.26991159	10175005.0616994	23506689.5281765	7081531.43745122	1980971.70885456		2120177.04360154	9453636.52224559	20205922.1937144	24261641.496501	1497980.49315816	2031454.04700785	2822893.05	14492831.8349144	1926977.91100931	3625869.77530502	34739987.654113	14893171.1235963	3957375.66913839	4912630.76433253	4372968.101	12214986.89	28458020.74	29835099.9	14964597.01	18400878.05	7865178.779	21325136.03	27623037.67	52973323.76	74187519.45	3266898.457	13563233.23	4702003.838	4315593.861		986409.2831	256368.7198	13039423.3284136	43601557.08	28800949.49	32963635.31	25232025.36	3320655.329	23983554.42	6646485.518	3646487.324	46120494.502136	23738086.8524654	16126243.9068493	59231576.6582781	13778692.5978913	25446724.9380972	21396839.119536	19831868.8512601	19059221.5942985	25667732.7970344	8015729.56076401	11970426.4986313	144740408.989548	18985096.5731992	20439091.1315619	34382088.7152019	17233126.2130493	26477275.6452345	11309281.5208323	11286307.3281392	51383966.730927	73881998.6489027	12618168.5468098	23581463.8122232	5614289.44551507	15651619.1103477	18769125.6197279	57533065.263836	25315802.9306168	6498762.64348289	22367749.7498215	1434124.71240223	21261294.72567	10556209.113933	2481421.98825813	1138140.51876807	1703052.4772118	40290229.8487818	16092185.648739	21291006.8175484	48864353.7680735	34614693.3121595	56434217.0500675	37971823.659994	21478137.6894822	7539751.10934462	25313637.2422944	47	35	27	109	SIGNAL 1 18	
A8K7I4	A8K7I4	Yes	S	53	53	52	Calcium-activated chloride channel regulator 1	CLCA1	244544831.5	723770849.7	105349498.5	131851464.6	190014752.7	42987830.9280101	232950198.594651	98573436.8592485	513074098.327409	147591054.535275	68631664.0447242	771609631.817843	551028618.56193	612285817.86295	15096340.1553783	906540234.159439	985935648.506001	111446192.617504	291471289.324348	887631870.157712	31500851.9717177	130687410.506402	55983702.1234403	100287865.471856	165195910.633997	284619988.098545	623832610.096469	24175906.8942382	179567021.958142	23333053.86	151908658.006464	160002915.309814	544578017.233673	239012473.085713	362647887.618415	132905168.162381	185789110.903404	148394811.3	294774296.3	350806879.6	407641713.7	778789714.9	255093678.9	35171022.44	376681104.2	368251855.5	198236078.1	430590771	2851361026	321009327.3	618606978.6	1182679313	56822024.35	409399585.3	470323548.7	627752839.691025	136743375.6	1920029925	226706955.3	259594822	426230609.5	100541682.4	454349900.9	133381367.9	136849452.518421	332108024.762065	450639884.803401	290909912.336478	291089849.146055	485033804.657336	192073856.121432	252549889.630759	441675776.969391	394873164.970454	635959291.320148	312776002.405182	103650889.119828	298935706.391205	997289553.419997	178296393.993194	417101684.786952	535682847.359608	968539351.18307	327538432.318282	560706775.538102	537543522.24814	242521217.356378	1548546801.04645	157874009.772364	181008641.005121	714822150.317969	134621605.794504	810614765.363437	166422811.030284	96357301.3523836	722882850.052635	1029336979.59017	263091906.095609	203238566.767749	255575776.492253	117816686.461474	8755169.88644944	552115226.662688	530881905.708797	498661571.284981	861217532.387924	70594229.244887	393936975.390294	362370624.598959	1110139404.59038	472628820.103431	47	36	28	111	SIGNAL 1 21 Potential.	
Q14CN2	Q14CN2	Yes	S	8	7	7	Calcium-activated chloride channel regulator 4;Calcium-activated chloride channel regulator 4, 110 kDa form;Calcium-activated chloride channel regulator 4, 30 kDa form	CLCA4	2284997.341	3811855.768	27765081.75	793707.3557		8212772.89994726	28636511.3744273	21168798.6298666	66157922.9174495	29506734.1532031	7215884.15134146	72067941.9838857	39143874.9462283	59348867.8175573	3468819.35834747	41487982.4743269	95009249.9064561	5035348.16948703	21992595.5772316	82164082.9539425		6654097.61210932		10792312.1310948	3746195.09970716	1244433.17177894	2765315.6359566		15756053.1398342	334570.5996	7619043.76299755		8257259.22762085	11260718.4511375	11820832.6484891		17445613.2939255		40760541.66	64709702.72	29637667.49	47239959.45	36435858.92	4370501.377	40620471.27	43759984.54	3306223.782	52239231.21	199416012.9	43078314.41	83630423.36	77283104.63	3026790.939	20797861.02	12240864.18	3461593.01402657	21038367.93	14256099.55	17229935.12	5501178.277	22415202.42	5826061.786	9130038.993	14031485.82	20141009.9586107	44326760.9308015	38853506.0746813	72150462.3721616	12673850.0904562	42132718.3443595	1259951.8203074	34029643.2040571	36617537.892495	26767316.7940495	61675719.6374471	37884863.9737963	7981362.63393257	20757601.8263042	74425608.3043125	27309578.0911625	53089920.9435569	44748659.141323	101196157.735101	55036718.9302229	57835928.4591416	4952135.9794511	40605032.0679375	113069260.709488	6315047.0111128	9145629.43480384	16425793.2951525	3423429.6379984	9917088.08096518	7822688.45405106		2215938.98162909	13709448.7333222	80173486.4556678		3326586.01341136	2922369.52612503		2465826.4063799	59337703.5387168	999055.271405941	16481935.6841637	9254557.77777711	6928875.81601189	14908531.8591829	52386443.8579098	5818380.23249557	44	30	27	101	SIGNAL 1 21 Potential.	
P10909	P10909	Yes	S	4	4	4	Clusterin;Clusterin beta chain;Clusterin alpha chain	CLU		176872.6123	13335787.4	1787509.918	3375941.433	1496105.24266002		1931890.67136526			987860.654701321				486749.120353419						55878562.332279		10309549.0722593			256481.034675422		47509158.221716		6808328.448	14454085.8038591	2572985.73672763		8681036.00606707	169320.678106866	13379050.0954444	1018762.99126833	10138915.83	961203.4202	545392.5117	153278.7825			419704.3548			7554186.458	72737.23587		1976594.697	990715.1628	432933.2929		2948309.974	536170.9561	4780529.99315268	7122928.142			395810.4396			243237.2626		1239297.51118715	6080488.02018674	310018.909628207				662466.918855135	2217498.41231475	734367.825615165				309441.854929734		135812.381861036								2521129.57214946			3274456.00253404	2371470.63509107	8795358.34139195	712583.457640229		1430826.45423835				8607182.52654573	7217256.1467912	10626637.722061	4486596.79876461		2766671.43379341	11272161.5018345	1690550.84915523	47698476.3073892	3989362.57978683			316892.81880937	24	18	17	59	SIGNAL 1 22	
P08123	P08123	Yes	S	12	12	12	Collagen alpha-2(I) chain	COL1A2			59588895.69	177470774.7	120814522.9	482693.073977814		202556.604925014	275378.409251417		162952.861270207	81746.3742935136	561712.459171111		607092.36081463		100392.178885876				2202413491.03617		335906314.41125			215363.591153818		1053082090.6852		945584681.3	79998445.9946362	118192291.572495	1665995.78257979	21510556.7337911		1896624.29499718	578067.949421941	159621634.3	509280.0477		360595.3177		893500.1961	260990.0223			1076430693	124820.5761					6030067.644		2570300.079	94986645.009428	22659444.94	343737.1195								72867.2943087915				142698.876632828	397748.0715805					220012.226609157	394955.364526753	435163.354535673		274435.984055143	197960.107790724	245151.685057926	261881.338929601		182445.657143456	561080.820816637	74147.055694566	205571.463878516		5818564.35133548		106648025.057494			50489891.1497129		3970848.69308512		1470404565.76406	166146836.873115	259131364.429017	328111886.206019		7245617.17704036	149104648.116391	357337.746911075	391261901.732017	2696593.55045287	2486197.80245526			28	21	13	62	SIGNAL 1 24 Potential.	
P12109	P12109	Yes	S	8	8	8	Collagen alpha-1(VI) chain	COL6A1		524689.4282	265995729.9	337487015.2	33254378.09	242593.766126083			1736638.55571907				378403.510004742	2504559.31042766						820121.988128369	1014898143.02804		371877965.6401		453365.747164124	1291600.63197308		1297452205.04571		721776440	128479417.352669	30249071.8588671	6073576.01646418	19465030.9520561		548844419.695116		166098495.6	236887.1747	318338.4091						518292.1224	76612858.55		1028049.903	1112979.195	330912.6711		1251175.402	690887.2809		244220368.913504	15339377.54					370031.9825		182061.4275	953620.670530288			1396064.71123959			235474.668932604		327644.212639768							924105.335959501	203619.48075529		293733.864941562			953586.206826485	198692.108627356	2602527.08695572		27122903.9483591	1462668.64336522	56792175.8670791	1399036.13077777		1548320.3658482		2987925.4980223		516430951.592744	150035825.529664	179833369.793728	341220906.808917	241995.820374846	3812869.11512507	519605340.623865		477347995.537205	3386202.38178505	1047274.34982875	990627.866681881		27	20	14	61	SIGNAL 1 19	
P12110	P12110	Yes	S	11	11	11	Collagen alpha-2(VI) chain	COL6A2			103659592.9	490132473.9	15065272.09		637476.287744762			2199547.20131868	158387.607638351			1360715.42900296		551021.550855156		205623.635388645			1146230253.78503		293976986.624828					1353732102.1947	349133.344044339	746689692.9	99141406.9629304	24817809.19125	1561537.52962636	21493581.4161004		91910545.2068115	445802.054701118	277817437.6	1604515.34	1172427.054							122301788.2			564961.8154	1040547.927	2792931.986				156896284.102552	13921918.54	2577728.031	233935.1433						3348001.00923874	167787.005316849				1065676.97720969	6228465.06427462				313663.578447514							277270.840106794	293280.713572041				305728.323603864	435595.157119813		17497947.3317092		18916307.9818462		464994.520840453	3138176.32227297		1953038.38125475		337920075.748186	205045950.603455	90397947.7818999	223628852.310202	361433.773790198	5048614.85787359	267513974.649033	3727642.88774443	238389465.67234	41951772.0063351	964335.147228443			25	19	12	56	SIGNAL 1 20 Potential.	
P12111	P12111	Yes	S	44	44	44	Collagen alpha-3(VI) chain	COL6A3		791457.725	289157956.1	483513479.2	68249694.12		4926686.49186888				281170.343623157	299066.942434743	10287966.1580376	3863950.14918999	316975.693766795	2492843.8577726		956893.600509228		136145.801656536	1381262719.32291	1399640.15971571	571342207.288785	1551609.35625398	528624.358991892	585335.570904376	441564.928935689	1513005872.70067	375112.884924553	826601634.6	199499681.463693	41425606.860242	1278924.76712832	52214662.6069291	550222.236624956	603481216.128386		101302220.6	2833269.169								402064216.2	4703844.297		65997488.97	327380.7098		1173917.812	5810106.154	4739465.631	239228730.084501	14113504.58	12730247.95	6840344.133	1286706.191	1206006.243	3004994.651	1368056.282		260618.298931058	174487.258607302				3777245.65820325	3161005.05339863			744349.97080235		388424.768723483	3309213.34675929	105220.172591798			737772.372096466		215642.690958699	4271340.6111146		582431.848569484	358203.413226379	297787.659500858		31490292.7306841		40116157.2287238	341101.312985444	2317905.81817126	5830086.53183947	1440766.8212848	1091486.31787318		2084694872.56188	130362253.705245	300687752.263502	704713349.673706	1721042.83453503	6248039.63042158	646100710.905238	19751230.3359415	920521870.151042	40838295.4298302	11687157.4039825	10324877.1911076	620413.541172549	34	29	17	80	SIGNAL 1 25 Potential.	
P07339	P07339	Yes	S	7	7	7	Cathepsin D;Cathepsin D light chain;Cathepsin D heavy chain	CTSD	3879271.186	4871495.721				14653094.6149517	4754825.33517578	6476371.01352534	4574303.51961992	17217316.8261842	3592427.97037507	761119.023370344	3380767.81276783	4127423.18977924	6519952.555644	1095777.50352385	3409618.79117921	6789056.80050111	640918.552847015						790234.586968305	5212365.6522149	2318902.95927067					544136.147095031	1877144.45148799	2045384.32075421	1346169.35817194		1551326.88233295		5137118.432	8005340.932	25495647.81	14162439.84	7650741.691	7351499.273	9309086.392	1933808.749	1664864.21	2321697.542	4977486.231	6433890.662	1450448.097							1637747.38	4267005.927	5114463.302		1626589.646	2374835.985		3413309.38994055	3250944.62014289	3617428.57612581	13500601.1013235	1555481.25507164	1880482.35551663	12623131.5147788	3739196.10829986	11508664.5929915	9515197.13069767	1976406.45133539	5333452.89149231	16904312.4084266	6425834.91061542	10618793.7792283		959693.813570797	5922724.87965346	2129467.27114719	1412092.58340456	4221315.46392434	1422936.68618645	2154810.07135045	806116.517973652		1892924.83590334	382244.77013738	598798.824881579		160586.620497777			228183.826612591	455094.776095223	2126685.90719442				1097716.94961041		3273556.94915125	5019186.1305123				1448550.00092511	8924665.37836448	35	23	19	77	SIGNAL 1 18	
P25774	P25774	Yes	S	5	5	5	Cathepsin S	CTSS	37037987.04	3040152.673				478782.009769879	1420999.48497321	3490785.40529817	2121161.75821442	2935261.77443349	799044.867308814		2691707.78919263	1305443.89078062	10094989.1347277	2070213.05596246	2406453.34258144		2580756.77779535	719171.40813492					1160242.2553383	2500484.64255433	1569601.47629975					1713167.30918999	6016376.83955479						3196881.743	2435851.808	1711320.463	1387788.447	746210.4247	1044596.018	1128997.632	1844653.513	536151.0259	1168187.256	1042619.458	390714.6123	4008776.149								701660.8662	1524955.068	1000656.076	1063984.194	1752414.421	1148745.312	1857029.60778187	221304.176995783	593582.423225336	3212593.72226976	2433672.48899528	656148.536856894	1851487.98361867	2287178.02625334	1398345.15819123	924537.440005624	1587343.82117457	1948914.67192848	1250693.25939569	3606129.13732669	689298.074474928		2596641.51579376	1782586.82112454		576125.56418846	1346079.64224408	3464588.01320212	454813.921219088	2462355.0715003				490989.405634575					1011832.70079996	2214356.87630471					5755419.4590643			533438.899768123					2086002.05957916	28	20	19	67	SIGNAL 1 16 Potential.	
Q9UBR2	Q9UBR2	Yes	S	6	6	6	Cathepsin Z	CTSZ	7116206.742	10347951.73	7059465.19	2040747.754	2431359.426	5632702.35395637	9800762.42556641	10433302.9421078	4885077.99558916	5871179.36337281	7875918.07222899	6821010.53289991	3452120.60540772	1714862.69242753	2015798.2508291	3160616.18862809	2196338.32861439	1893214.73879547	2197083.94785053	1657370.22251244	1060799.36589657	3964276.92914579		9073437.31047289	1461225.60191142	4784755.57451607	18162258.7168819	966870.118333828	9217229.20128401		4615076.08340935	6637911.87212813	7192447.72088689	15260810.6039812	7976574.31426853	2161790.75292772	10042022.6641566	3239497.615	10994788.65	9356692.597	3432575.025	13754765.6	12163171.74	3063835.933	3101454.655	1567683.947		20536977.4	1706297.002	15495897.9	4661546.826	3685632.159	2197659.668	7231364.727	10334033.01	12430265.8230954	6552334.951	25332740.87	18206773.1	12645309.27	5033951.458	4087656.084	19345022.78	7330999.624	6246651.9643009	3270820.1888418	7177198.98387835	8021301.67546337	8651513.01688928	4496046.18001996	5813188.64977483	8584141.32826807	6968710.5305576	2025774.94679063	11406220.5637412	10459467.1994202	8120235.29161667	6041976.13282682	5834991.8650275	1696226.93297688	5994908.91108154	2320490.67388646	9078514.84227092	11804040.4010517	6053051.42053553	5609877.88015971	10271881.4121755	1054178.50896143	2486866.46579862	5067507.09113985	4881015.3055034	6677616.10893222	11864403.6481491	7923207.39328525		9086370.35703364	6529034.99823	21696831.1626428		9709241.91121768			9198818.77594243	8992482.88668487	36783587.891366	15580200.7338279	3066287.37780081	28594597.8906293	16948381.2397731	16435088.2664852	11889244.5400265	43	34	27	104	SIGNAL 1 23 Potential.	
O60888	O60888	Yes	S	1	1	1	Protein CutA	CUTA	1121960.414	774217.8718				657397.540525992		897131.980359638		821189.06370697	603932.178355127	668649.386006504			1617744.86295523		1319795.30810001	2385309.1893046	859688.212261101	775669.689934107														879264.871988373	765493.240170924		634646.765992324		482980.1641	273719.852	494893.0974	571686.1748	1719975.271	1495686.784	1086748.766	760670.6634		257551.7899		580113.1892	990779.3802							1831963.058	263271.2608	263660.2871	956061.3031	1259291.22	1361142.965	745518.7578	1761243.98275255	287849.800275052	1190813.59006817		446858.689459527		666008.915610846		541091.357953789	631610.668305932	1072340.11141132		705541.774327509		1436991.39379277		1772463.55359151	507637.725888952	328460.17368934	752996.317640333	991864.75954955		306331.999539019	590308.249330058																	1268118.16895638		559680.687221491		1321685.8976092	2071185.67680384	755540.318969851	22	14	19	55	SIGNAL 1 32 Potential.	
P07585	P07585	Yes	S	4	4	4	Decorin	DCN		949353.3695	62725412.92	97492617.02	10748854.64								510964.2162775				333748.97565338			280658.324534319	242255731.629517	539597.594598377	78397281.1587938		2550821.08702267	1563511.33446209		325644837.193965	498326.953272589	145015226.6	76474978.7955384	31572961.8583241	1354609.04389257	423505.884187977	770271.742320129	231530002.970539		79449235.21			346787.5442	113325.9013		358697.0689			36680725.83	125061.0462		147927.6145			1701363.89		1393172.148	32379064.3211419	2857593.638			521920.9876	871905.7084	311378.0294	1226333.278		576796.046372206			185705.06574084				117509.691792152	245916.764366152							452236.267761877						1096345.03944846				7278424.59402395	802399.915217625	15756114.3441118		786776.967528336	3088913.17996122	485306.377391051	2257259.0871975	397360.718924242	167872711.705148	38660646.1930743	84351696.4537503	115999653.469689	1575556.33979235	1201090.28440904	28422735.2407737	486047.269194424	73630247.2507451			935328.299458451	363357.761170548	25	21	15	61	SIGNAL 1 16 Potential.	
Q9UGM3	Q9UGM3	Yes	S	8	8	8	Deleted in malignant brain tumors 1 protein	DMBT1	2777649.628	3619460.219	1718508.967	5640309.624			1834939.35666545	4767298.29282461	1494076.1150953	171337004.766919	29741452.4462145	1351046.54518009		1499074.90050069	2011771.57340365	2510722.41811501	904509.162847476	1140415.54436518	42098051.0353184					1593465.39631759	5835832.02665812	8179140.80693187					192694909.759594	6556805.85785866	206269300.097455	223055674.456411	2730587.46456637	19776043.8534814		439549.2878	3515663.024	5954975.443	2368782.912	8231376.371		1087353.833				585395.4834			1522724.87	1349549.621	47990853.93	1474120.437	57686831.2		7183550.776	20695113.19	1207933.483		1023440.305	474735.8444		509170.6092			2275452.7504754	2251301.21173265				590147.619163232	2314714.5598568	46401242.1214757	1002595.98857652	2432336.76232217	1245504.61064705		1586681.14496511				5233382.06956107	3295395.80964822	1808199.27787344			4105199.41021675	8163955.56954093		897219.477862409					1486362.13121825				319149.054040584	3277621.00988647	485751.308698136		3882564.38069504		5261704.30829879			9010303.29501315	5021523.06741695	2187108.15466012	24	25	18	67	SIGNAL 1 19 Potential.	
Q14126	Q14126	Yes	S	24	24	24	Desmoglein-2	DSG2	17910157.18	42572438.92	21623557.45	5308815.114	13470507.25	22222235.6885537	28585069.9397708	34091802.4417157	35763703.0122164	29368466.5948923	16109801.3092947	48480993.3132191	21235564.0822581	17921705.9556204	19255571.4485114	26636084.1524244	29168907.8213091	14214619.2344371	42460652.6807561	30952940.4804819	1283218.74753007	14125103.7279335	5265109.4754747	22356283.0102819	20918087.0831418	23633320.3976689	35200756.0655181	1935757.86267258	41568503.1187221	1318507.076	14801589.2698869	23684849.6923107	41961176.6705413	23681982.7883991	37955404.1643043	5444487.1142683	31148474.7513366	10889346.56	14397860.11	18968260.64	16100113.91	22801490.45	39523358.7	28006787.33	33631277.69	43417543.95	13644136.13	25436763.39	10908858.76	35669766.48	30689533.38	27612133.97	22264343.02	19196112	20828463.55	24235590.3026782	39158519.59	20386738.98	52027465	56820959.83	53353069.66	42182730.69	45477362.03	50095883.25	26852155.9494248	10967462.8263848	22374015.6703573	31737430.7161847	20131980.9822078	22375755.9961952	25756673.8440986	8295468.64195105	20426172.9029124	22646319.4901305	42188235.7577145	19894474.2841013	21185710.6626327	49831494.3307898	26767005.3414794	20989932.4610784	43837263.024486	40913810.7602839	29430173.8176783	43462554.0660045	29930405.3845529	16464479.8978651	17582173.4032183	15893241.1463348	11939730.8828172	27515384.3934246	33364619.9727309	19165407.0114586	21635075.2690323	18522289.8695539	25937351.7729459	13361363.0922583	26525386.371604	29350306.728408	935851.511355566	10507385.5321569	16019431.1879598	5411127.72549534	26873402.6801407	28708299.8325737	17041482.9324424	38721024.4425001	14003216.8481561	18494423.9183852	16295303.0225178	4516170.82858131	32524897.3274905	47	36	28	111	SIGNAL 1 23 Potential.	
O94919	O94919	Yes	S	1	1	1	Endonuclease domain-containing 1 protein	ENDOD1		622775.8104	2903579.863				1520608.80844432		1130315.50452735		330131.03474741	1247494.08760156	2741311.33487812	852265.444275339		684732.656980916			502404.724289808	1480608.5065706							1052877.3716142		817185.901417451	91954.10838	1612682.46133277	333086.936812116	292528.449080568	6669177.93775208	1220539.32335987		844493.350371522	582640.8972	414193.2209	1197095.722	1113462.61	3882453.292				1720047.379	2556446.249	2591521.6	9026258.699	1426829.082				2008474.411			7748590.749	15174614.15	2867009.161	2947507.289					714274.920240869	735591.860270458	285119.241645031	2370672.96897573		1119430.468777	1117136.69470851	1069886.23100234	2427618.63502533	2529494.15034463	2014986.80723542	1067645.5385297			754832.194657623	2996412.08087624	1114691.08534917	4245800.09068641	1450428.5480613	436472.754795313		2880481.57422065		2882871.11786657		1766496.02870563	3115718.04190957	1213857.16841631	2012070.4067067	275848.337486318		716482.901389746	3325386.03651092	3434339.50537709	671562.682183103	1107790.10493426		862049.194846598	539356.422326902	2421590.18781413	8146584.98256473	13901073.2085951	7633027.52280386	9154205.82532418	14756946.4948597	9651232.22733141	831510.471614111	39	19	16	74	SIGNAL 1 21 Potential.	
P16422	P16422	Yes	S	18	18	18	Epithelial cell adhesion molecule	EPCAM	1833687.435	41626115.4	23701417.92	3806058.163	1156040.319	16817576.094123	46496042.1883307	20241666.0382889	40426704.3245501	29807862.3137931	10703820.0595781	15262989.2743004	21217916.6669662	8091560.52807812	6390445.9033119	1912897.92908252	19465615.6925407	855098.864572774	24575527.9648995	26550919.0805081	8863617.15816861	3033564.86767325	3452581.23396629	10543953.0687268	3087762.09111724	5367087.39007014	37565082.802921	907599.38734226	23410054.1309367	2873473.119	61848352.0721359	22059573.5308796	2395110.90044004	2531444.25063259	44320866.5717378	112025660.5	25598184.6572492	7403933.702	41650323.02	40419765.59	23763740.64	55851371.13	45779812.38	25065618.64	12161095.65	42964979.3	11037778.29	70422089.06	34640832.68	26388109.14	17870119.07	32612476.19	3117454.066	72023425.27	26875380.11	50831357.6603744	30682920	10526974.31	68307409.69	57227506.34	19812542.41	12270080.45	15531547.77	11861635.06	43758981.3158894	17887359.100982	29317053.5253762	32071629.8615721	20320983.8910572	74249688.0147118	39958718.5280581	25161529.7983488	53638486.6501505	69621028.8636379	53651357.942258	32201789.5309767	27706621.2811401	11166977.9467333	40000364.9991204	36533467.4455862	21152999.4888298	53825868.7944542	33399550.3709426	19378644.5857239	35881302.7664432	10091733.0522442	56732122.8837535	16122613.5352618	5684018.72120187	57378970.9390286	94047395.0538877	33050475.2681929	90318172.6729515	13230729.2259891	45248327.9329775	19552708.0230546	68431361.6815886	82507366.2678063	29746044.043467	23420041.3606438	57476034.2407766	48232916.4372326	25349571.2227908	41355300.0912871	3367658.17918282	17515089.4052883	6727973.30171557	1825906.80822435	16113796.2404408	16578729.6627021	50175727.2412629	47	36	28	111	SIGNAL 1 23 Potential.	
P11678	P11678	Yes	S	9	9	9	Eosinophil peroxidase;Eosinophil peroxidase light chain;Eosinophil peroxidase heavy chain	EPX	8282168.21		2010461.514			7396992.65689046		5503319.11906292		13864465.1651685	7156109.2162317		1303285.46716911		5493040.98303414	51132142.441507	1612019.35869283	5099546.94711135		657291.714094836					2665797.74742836	21663877.0311965	2886585.67219698	227153.830344419			3007115.79461145	14084201.3923156	8308180.44608897	11502758.1892114		87242426.8486602	1431226.00699643		1955465.64	6986350.944	1368344.114		1292715.985	1491754.069	1337880.746	192792.5408		458020.9488		2940749.746	1256222.331				4926244.335		2533748.451	10021961.49			1282927.358		513101.9471	813289.5128			97208.9453436574	914713.504648733						1054939.23322648				179829.069046242		261245.563642623						542939.424686767				618064.843852786	3372234.73312252		1183684.83972884	569692.611124019			1381496.23302109	2526719.57843436	30554191.8717371					2556368.53226195	37468111.8832771	18697858.3423878		1093154.81741185			1246506.56822006	18	21	17	56	SIGNAL 1 17 Potential.	
