Major	Annotation R	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Intensity UCAnoninf_1	Intensity UCAnoninf_2	Intensity UCAnoninf_3	Intensity UCAnoninf_4	Intensity UCAnoninf_5	Intensity UCAnoninf_6	Intensity UCAnoninf_7	Intensity UCAnoninf_8	Intensity UCAnoninf_9	Intensity UCAnoninf_10	Intensity UCAnoninf_11	Intensity UCAnoninf_12	Intensity UCAnoninf_13	Intensity UCAnoninf_14	Intensity UCAnoninf_15	Intensity UCAnoninf_16	Intensity UCAnoninf_17	Intensity UCAnoninf_18	Intensity UCAinf_1	Intensity UCAinf_2	Intensity UCAinf_3	Intensity UCAinf_4	Intensity UCAinf_5	Intensity UCAinf_6	Intensity UCAinf_7	Intensity UCAinf_8	Intensity UCAinf_9	Intensity UCAinf_10	Intensity UCAinf_11	Intensity UCAinf_12	Intensity UCAinf_13	Intensity UCAinf_14	Intensity UCAinf_15	Intensity UCR_1	Intensity UCR_2	Intensity UCR_3	Intensity UCR_4	Intensity UCR_5	Intensity UCR_6	Intensity UCR_7	Intensity UCR_8	Intensity UCR_9	Intensity UCR_10	Intensity UCR_11	Intensity UCR_12	Intensity UCR_13	Intensity UCR_14	Intensity UCR_15	Intensity UCR_16	Intensity UCR_17	Intensity UCR_18	Intensity UCR_19	Intensity UCR_20	Intensity UCR_21	Intensity UCR_22	Intensity UCR_23	Intensity C_1	Intensity C_2	Intensity C_3	Intensity C_4	Intensity C_5	Intensity C_6	Intensity C_7	Intensity C_8	Intensity C_9	Intensity C_10	Intensity C_11	Intensity C_12	Intensity C_13	Intensity C_14	Intensity C_15	Intensity C_16	Intensity C_17	Intensity C_18	Intensity C_19	Intensity C_20	Intensity C_21	Intensity C_22	Intensity C_23	Intensity C_24	Intensity C_25	Intensity C_26	Intensity C_27	Intensity C_28	Intensity C_29	Intensity C_30	Intensity C_31	Intensity C_32	Intensity C_33	Intensity C_34	Intensity C_35	Intensity C_36	Intensity C_37	Intensity C_38	Intensity C_39	Intensity C_40	Intensity C_41	Intensity C_42	Intensity C_43	Intensity C_44	Intensity C_45	Intensity C_46	Intensity C_47
P62333	IC	3	3	3	26S protease regulatory subunit 10B	PSMC6	240729.6344	181376.9911																			837932.113534839	380483.432376128					252202.049849516		952414.345137417	168874.960986658			656514.833243584	219300.29637714		255377.0086		645620.317000001		280277.060300001	409661.521		118410.8036		251054.2943						674037.934200001	93248.78886	163402.8522	184630.15	265415.6304			219580.974980508	160761.238022134				245555.736621938		184147.943031396	772940.657915442			142374.995589434		390862.867810103		530533.170221188	339458.991371622		203313.281721537	189373.205369877			368624.083068888																	1763273.844857	687117.988501353	716324.687025236		601519.410629841	325444.945554094	197578.62940849
P17980	IC	6	6	6	26S protease regulatory subunit 6A	PSMC3				390466.211700001		1152406.9023381	1359802.81916652			1372841.17505368	2396888.86817133			1501818.52186551	3661606.1093343		1837504.83043189	1546639.24090395	1421292.48165987	1683594.90983336	838818.473112577	3098714.38420134	1020749.70275212	1437591.51060581			3314549.9267725	2785634.79303422	1776042.61339437		4410844.21766402	1785415.28457349	2184140.70854545	2126009.28390738	273778.7846	2757261.005	1669584.749	2041888.891	1967699.29	3347577.129	3567265.425	1121559.599	1041650.221		3088293.133	283431.8808	558087.3057										2245188.54873566	693980.447969787	1109619.02055782	465805.724468694		954215.108122843	3370119.09263007	811490.995980066	1688699.47701675	1749338.17706942	2334904.27899093	1328137.46827433	1167903.7903917	2870367.33786997	1856296.44748043	660908.248441229	586781.196164376	1600569.51448509	1012592.54761236	685248.028845936	2027672.74094866	1357860.24212058	719246.339184783		537391.833988668	234703.306149194	1844019.09510637	2673409.28002741		1369859.91976973		1128155.27484047	1701330.51168263	1021991.8250093					1559135.7421916		2088714.20500157	1143444.39722507	507133.057528874				
P43686	IC	6	6	6	26S protease regulatory subunit 6B	PSMC4	1237493.092	591729.9353	909179.026800001	293796.2023		736490.660848535	919451.069414653		501562.115476382		163367.105911579			502272.480763388	1060183.95208392	101004.73148391	525952.648958457		547830.164159764	1484218.03190793	1297670.71087815	748076.468440418	410841.613558021			410435.496156074	851380.166083366	463976.006357087		442742.217568324	2734658.11747993		640246.280221561	733372.784155959	386477.752000001	337858.388100001	421230.812100001	563934.7108		716666.167300002	1304306.406	558265.825000001	306632.5705		1052143.163		181260.8032	167416.6313	299498.32974023			537013.0683	712006.2717	1460138.028	1360139.419	881302.980500002	581220.925789323	319046.936759925	221406.56463172	1342488.41074466	570788.784725212		608542.288760165	354619.463794615	330188.82120518	533399.703924553			732538.008552037		1747098.09506074			877257.707783141	249198.836676325	1079440.10454513	637273.775287561	1395631.55919098	254997.186682907			781069.488271496	586105.739191476	427152.77328698	557690.25513236	413943.08382333		288430.118793733	339235.362575013	531794.553557775					465129.847638961			429648.398253582					840732.607094245
P35998	IC	5	5	5	26S protease regulatory subunit 7	PSMC2	359452.720400001	674596.365000001	611012.624900001				1317798.08453601	885041.724749864	564118.900022137	708417.698401294	5294340.72896907				1263008.28151595				2246883.99483649	1394960.09097272	3207050.39760971	4127436.45446815					3271743.79095336	959481.315108131	1599923.69235287	954736.43699964	2754465.01724837	1059974.14356621	1512144.5103293	7049686.11536954		558934.6891	741933.535100002	1408580.462	1706658.166	2112620.975	2004408.834	469683.9957	621109.442100001	669856.255900001	2625362.94900001	506649.328400001			792052.730396675	3342158.22100001		1622211.919	1486193.427	310147.8836	957048.420600001	790070.006200001	573554.289793892	661278.773361729		1859243.8393	1307088.30466298	490339.943309903	798198.050942602	554948.353868064	447520.101520031	2020664.0984108	953163.806542051	720146.121049603	1578493.77445663	1287388.2968778	1550382.41903107	2136918.64383582	2971628.35541502	2075917.23875577	1239856.5635666	1883987.37962709	1605953.69304957	1193610.83254476	924496.157137355	1792927.50677985		2316469.69066343	1823820.58693773	1885663.63493507	1162528.0115256		1463053.85749756	234462.984122882	843315.898370167	630795.849225204				890419.875225082	1269804.81246631	3032320.57563045	659707.915318654	1990084.55519165	1664179.80004059	15332864.6243382		858174.381193443	1760921.7839045
O00231	IC	2	2	2	26S proteasome non-ATPase regulatory subunit 11	PSMD11	4439453.79100001	918014.6088	1288224.175			1243928.40755406	4216590.0832868	766947.129444807	1044680.23931993	7543564.1613911	1419069.24250196								3970786.37018518	3941227.87846937	1990481.58809447	2438224.16609922					1193459.70326249		7666619.31306421	1016970.98559796	2375739.68101667	1236722.23655167	1977678.77624177	766195.383626809		719475.512500001	734592.2981	516596.758800001			693042.419200001				3754671.816	4578841.18600001				2180887.699		714547.692900001	1059274.517	1330930.029	3395999.84800001	2898932.477	1119991.40412247	595222.696109526	769604.230707046	1400137.763324	1365032.28369815		881593.910453685	900194.25054951	571709.41223678	930625.362340434	2483412.22430475	615206.602305231	676248.799995133	2450395.95763629	2248632.41655113	2235693.96674669	1001076.58030774	975192.218185825	1964898.7547987	6760632.69673355	1257999.08160693	1430425.82664006	1182735.30717572	473682.300713257																1968058.49642128	5456622.21045882	6414853.47628981	3259103.27707615	5585237.46319737	10860485.5068662	4919125.24041086	1027593.31563375
P55036	IC	3	3	2	26S proteasome non-ATPase regulatory subunit 4	PSMD4		875566.393700002				1359700.62014121	1478202.87176551	1016920.38226945	1122698.60449258		1896194.94094052								442053.211562125	1019087.06800102	2476287.21483757	2838396.8232844					2267647.34607352				1347543.92479545	1473610.04314457	3624913.50239104	2661815.26740226		2780291.919	1678206.798	1960354.043		3553417.101	2850704.729	1222322.962	1570518.642		3573124.289	353704.6684						1187694.557	1431836.986				2923259.91010923	1651891.47733215		3620525.55410831	593342.28619731	788571.301490527	2985721.62420572	726741.782995232	1189604.50432949	2019687.02445583	588517.785183718	1435039.96082737	224798.207034692	888720.754057765	1637597.56802348	1008796.7696955	2640566.22151947	3470682.34732217	1044370.50441162		2492825.45373494	1718222.79550033		861038.462211187																							1547631.78465974
Q15008	IC	2	2	2	26S proteasome non-ATPase regulatory subunit 6	PSMD6	5288102.52200001	2096758.011		387905.7775		5202053.56568072	8384026.58989621		1507142.85923903	4670031.20001342	4671222.94662299	3111140.67521958	933888.872296543	729187.761468459	3332184.82681282	4202833.65212942	698142.917050661		3127190.26933236	3725837.37286686	5121546.79644912	2623480.83521802	603966.610074568			2146106.33575289	3624047.52747922	3295335.26337192	1267264.05000654	3180865.41112054	4512272.95713757	4117886.84424789	7929170.29145978	2796950.27046843	1226335.795	4094384.68300001	2408488.071	3441989.226	5141695.602	2802268.554	4718740.74800001	1180219.001	5205017.19400001	3053885.46400001	5397244.67800001	1391343.526	539300.160300001	585474.506100001	1588174.73157786			1986925.636	2105838.821	1714951.393	2602529.434	1973523.221	4170508.00677312	3521467.75469996	5120269.88961601	2734532.28851631	6783555.40902593	1420990.52263408	6375140.05813294	2955576.95789523	3348591.08877061	4206528.85474635	2741143.09499765	2057567.92490547	1223529.15712341	5374672.3962786	6333579.98399671	4370472.98802006	2012178.56798714	3533238.47581342	4779943.89537675	4542094.312608	2531527.51825733		3750169.05938835	2279989.86351385	559479.989641007	1830127.96469285		2994955.2782199	1165026.66562907			1196963.37154581	872469.366181039	2118172.73859234	7350063.68256999				2603266.80829822								2456743.15238716
P82650	IC	1	1	1	28S ribosomal protein S22, mitochondrial	MRPS22		892139.679700001	1234715.98			1336003.58188807														613451.780256504		364330.510980055								748835.858492459		546401.565932569		670309.782725076		1063618.781	1048391.134	507752.3007		795529.652200001	568255.259800001	480884.4669	1343067.077		851896.561000001							1827905.498	1255787.022	1396459.029	1261345.885	1415553.893		544930.000928872	527423.885105786	1106251.38984891	726684.472628516		1033581.89944557	674620.325743549	757693.404131431	667168.644313303	448060.62646639			601826.911863177	529447.701787226		1391742.09961163	612195.82636718			456696.493672771																										1239814.89674362
Q9Y3D9	IC	2	2	2	28S ribosomal protein S23, mitochondrial	MRPS23	28887821.99	4021016.495		2789238.931		828455.101358941	7568043.37637907	711333.923416657		7775283.26673528	1754130.89516505			7119692.57783521	2032777.26466041	239171.76030078	3040188.0068637	1183900.44169429	4850908.17144666		4513987.59498237	1187764.46440808	5029435.14954657	3805727.45942834	338372.6679		727827.492049998	3329340.87159549		4251519.39591749	2216849.16639073	2285355.88202317	1677628.93139203	2136051.16311612	2695820.63000001	274528.493	897005.453800002		4102702.79700001	2860924.579	1744636.725		133245.3224			902046.1311	2794072.75				2034068.309	862642.940100002	587878.877400001	8262593.55500001	10119089.38	8929666.70000001	358320.582959236		3817508.03383282		8567793.6076003	3204413.38540655	573826.179532708	984307.498803952	2365089.53430213		2226209.85163787		3368882.80736861	8345518.50390135	5020631.27071114		3192268.65963901	872158.594788477	3007376.34842625	5950081.97571197	3142753.2269212	1900381.01920435	1707530.92013681		4758048.58816853	146208.151499458		336403.834203134		6635346.55970294		3556468.76912621	562161.806498699	3714051.46468036		662108.730362699			3367426.68531197							7026102.75026545	2026508.03922563
Q9Y2Q9	IC	2	2	2	28S ribosomal protein S28, mitochondrial	MRPS28		2296021.224				526583.624808169	481045.158326436														484798.399950222								2403563.52402897					607132.01696038		507857.240100001			299221.1359		602046.753600001	527117.069100001	1761982.609		491702.425300001						3267565.13800001	2170728.132	520262.3499		706507.572800001	2217314.557	236908.517241489			636127.185798417	493158.059748141	746221.064418797	522626.162326747		1087923.60108564	375692.451639063	459617.116635532		424362.794346234					882001.985595187			395319.144325202																			2964482.99636702	1923495.76218509	2366043.33100988		4012411.22029175	2679574.2378561	1442079.02713514	2427558.46754455
Q92665	IC	4	4	4	28S ribosomal protein S31, mitochondrial	MRPS31	1191896.833	2106352.54		281266.418			548768.803989522	515972.266563053			1579464.13289363			700027.392324614	752610.739138717		793075.303211328				479520.531555518	187184.524850389	438879.650974031	930902.143382424			1362312.97138935	745333.177166876	3166745.51520879	641428.398036791	1231401.48835106		463566.295788836	1577722.67911021		1407444.735	2267192.687	2037868.683	2713715.776	2265913.18200001			2982990.371		1064438.445					1862919.66800001	2471399.003	1855372.613	1637093.396	2007641.105	1423920.346	1705056.104	164418.580908159	699528.636276543	368462.96124218	674768.961983841	310066.248584895		1326682.13098072	1123307.26835526	2372019.97226483	1760161.15010907	736444.382668907		702588.822760272	1407157.43160575	867921.045278367		1159144.51438453	1431694.25164632		188279.011120609	1076596.80300546	1590907.40778891	446563.683438642	559229.706509386				338117.891834551		676693.498924588		238579.707857389	359691.58245737	697405.722045378					818512.055072255	1978499.97462708	1364800.93715695	3442767.42921908		2487208.01347163			2176930.06611193
Q9Y291	IC	1	1	1	28S ribosomal protein S33, mitochondrial	MRPS33	22113520.7300001	1669952.975				783829.370442996	1476426.23646391			1600887.34352993	337994.587801675								794212.616007351	488559.911066895	797401.307389246						261625.558885959			1184467.3331663	220313.669732027	699884.100971142	471962.968316332	363645.137231904		491039.555000001	542189.4078	1018054.921	1022844.198	857750.222500001	423087.605600001		390249.835500001		234756.6416						3254949.82900001	559441.1033	298545.7639	1014871.877	3992775.235	5439054.80900001	410874.899458771		837166.131756403	670487.035433564	1206371.31833652	383986.468578014	278659.783223398	1031894.25102154	431874.896417657	357466.264402143	785718.015295566			1355391.70471954	992379.215884695		751824.210826309		767833.447138679	1207462.30641992	446675.206746286		312033.383371035	461222.566006108																	815341.356739889	1397992.44710684		1441091.90041417	4210759.51663101	1984692.69746466	582344.116050297
P82909	IC	4	4	4	28S ribosomal protein S36, mitochondrial	MRPS36	26274345.48	7955682.23100002	3494224.85300001	3145248.236		3885982.07204295	10284180.3457899			7406909.30439324	1369575.96203825			15192552.3239438	655130.37682699		6316778.69634392		3236213.95085522	236150.5148163	2284914.12418989		5815110.50018597	4925472.37993485			1739345.72019057	1195497.67495316		4537711.24914862	473972.581711581	1191032.88958864	2760056.23205896	1902075.37755249	1495487.121	4228168.703	4492212.31	2267020.553	706840.923800001	1203578.109	3860074.75300001	331648.4068	1898718.894		2016298.212		1467482.11			455072.365300001		6468918.52700001	4304345.00700001	8784780.82100001	19394085.03	20850361.83	1673503.59302707	1043451.03849182	4543287.24504613		10056223.2266868	1579087.08857423	4234502.53166819	2900828.68980063	5921904.08007159	651565.524847799	2335961.27504299	1879945.32189426	6640173.23606802	5447936.81274992	5487113.33656491	1675818.22545805	1151722.05253736	878598.196250811	3586951.21394913	5977961.22608684	3996382.46196666		1754550.56797497	1121149.58301236	2936945.11979687					4021975.98075237		6291149.53562032	427293.473088273	1307326.3129509		323806.397306274			2579566.4124278								4198152.2471965
Q9Y3B7	IC	4	4	4	39S ribosomal protein L11, mitochondrial	MRPL11	39191512.9600001	9726327.26000003		7279532.27000002			16690219.6332465			13602559.6490329				23697263.2511826	5743548.61486995		10950395.0466658	3317831.07179485	8240788.32654645	5469303.05284426	6106211.70917109	1303139.21511421	13449103.4148177	13057516.0667395	927887.366000001		2829670.35233198	9261383.80275583		13117558.5028613	5705910.74098507	1739702.55514015	3088794.70804431	3933117.17522865	4254811.81500001	1964383.411	4568436.21800001	2033785.659	3474083.706	4266828.31900001	5328194.47700001		4384184.88000001		2766822.73300001		6144245.00500001				886675.967	2821368.316	1920413.948	14108695.67	17366922	18226368.81	708217.331306209	177933.662637852	4868065.52308756		12081725.5411213	5079062.28414365	2797950.38593818		3329506.52453003	1660950.56391223	4942513.53941222		9610445.73368842	7607678.28128232	6700344.42605664		1357598.77511467	2349140.32937195	5270551.95404829	11527642.434145	4848555.81997679	545730.408706748	5671200.03525817	661555.277791846	7506508.11306544		1586346.33377147	1258791.10912773	495130.494915478	14027570.2715547		5774829.35295208	3155344.47112032	10437511.2871237		1672091.01357299			9721541.13289977	377091.102785638		1551449.13484335				676370.831856233	6237874.93177477
P52815	IC	8	8	8	39S ribosomal protein L12, mitochondrial	MRPL12	3526066.35000001	6394904.89400002	8647614.71500002			11726711.9205924	3959908.58304719	6080250.00383233	9017328.68897855	3148733.15758481	1714457.71003143	304163.868195264	917769.306808586	2947180.98210966	8504169.80568639		1126799.15302229		4079072.15877048	1019231.33491703	1763573.53619389	10890673.7689479		1107621.27042597		968287.53234313	4752866.8860767	4293426.02289389	3908708.35927517	5618834.40351326	6535188.63238897	5895656.0610338	6422579.83014609	14247274.7659421	1041237.453	6851236.25000001	19925367.02	9749633.13900001	6686479.82700001	8114445.96400002	8754410.58500001	9152501.883	11304583.23	12072516.12	13654807.46	7995798.24		1042173.367	464488.763366888	9726462.03800003	5834480.04800001	18331717.5	13181662.2100001	18199146.37	7442743.56000001	8269758.07400001	6661691.45615226	9364362.76975034	4750183.03698363	9092305.49919724	4492687.93666331	3356379.87812076	14596205.3485695	5420631.55417515	12570986.9493642	9055220.7765123	6007789.39387564	7895929.51199444	9898873.56118617	19070182.0214061	10667897.1545813	2020603.11837996	18072982.8549342	14404994.2099278	5671619.59653998	4725618.45771375	7275988.13020839	6912802.25348703	5747889.23739078	6173798.54739228	5327143.42203468	2139435.95799557	3217583.08850519	2063637.28245873	2340328.17056215	2757752.32803239	2129994.26009607	1111584.59695115	6654065.56101721	4341605.81416648			2122501.78068354		7951400.71153849	6697920.00734984	5503173.17292576	12249240.3511415	6846629.23973117	7499248.5113236	4240928.21882909	4924339.94456395	15654574.9775243
Q9BYD1	IC	1	1	1	39S ribosomal protein L13, mitochondrial	MRPL13	4306254.22500001																				273941.514221021																495861.5159	461777.4505				516529.7623																1363809.95860428					511568.775018852								481553.024904426																																
Q6P1L8	IC	1	1	1	39S ribosomal protein L14, mitochondrial	MRPL14						448759.893573112																					199664.447182287						227637.290833967	437754.205792401		785026.611300001	712193.715100001	679415.1925	452704.007800001	418775.564700001	455114.097300001		614931.8477		345631.9107													237677.859781075	261715.157584194	1285047.9326312	307630.774860124		452603.611079215	429497.398138148	454502.259169023	468191.291360625			222249.664855214		348165.594349285		436745.789292057	305920.495592282		180034.962850248	413153.638007931																										
Q9P015	IC	2	2	2	39S ribosomal protein L15, mitochondrial	MRPL15	1959442.71400001	1365452.931		456737.875			3678058.08270169			1782427.64960494				1672674.48066547	506019.427267596		1661626.18540672		1925531.62053393		1374099.07992207		1274456.24618226	2364942.15270014				570945.442687027	1970692.92291493	1127975.27955857	421342.819469727	953396.843946189	364573.025303212	394904.072654537	369758.0447				1273878.099	562980.689400001	323116.0745		1140077.128		257560.5479		1538800.538	1102843.584		1921367.292	2789384.874	490969.510400001	413478.536400001	1496359.11	2412524.71500001	2552123.122			1574092.05424076	758005.436631901	3758494.08671675	425776.430139848		331365.275174633	530488.822264579		1530882.61539393		1594822.75728322	3252732.24901067	1996581.01368132		1410227.07993787	754826.427735986	1785588.4787076	2693511.87057353	939198.407796675	825247.45830774	812592.525454063		1255516.75334442				1560327.75594314	2275505.1019852		812949.154613893	123597.285604046	1541303.65775367		398385.313013867				2390265.75319675	1244467.94831128	2009696.27944783		1684563.45504352	3128395.50416367	3859592.16930613	461348.573900295
Q9H0U6	IC	1	1	1	39S ribosomal protein L18, mitochondrial	MRPL18		1690151.983	584036.6041			1621752.21372083	601348.748748559																						2593970.00412684	896057.259848556		849134.408885708		689360.662138227		1382878.427	932618.263500001	552684.4093	1344122.598	761867.286200002	867385.407800002	504838.7595	892890.429500001							2129427.87500001	5144642.94100001		1118318.412	1116719.328	1295354.946					1295178.34422576	453784.567864345	756866.299106865		1089684.08956585	989914.795568297	808641.437039307	1558329.27954564	623854.297732598		736541.20814259				1017627.87761823	556756.68643489	308861.044950577	643594.708082597																				1501705.73553916		1650286.15831886		3387796.88617835	4475401.32338445	1821652.91999318
Q5T653	IC	2	2	2	39S ribosomal protein L2, mitochondrial	MRPL2								2978311.35267733														766556.50563084							1807022.56817998					2066044.91948948		792764.998300001	882479.176200002	467914.549600001		628807.642900002	337462.3739		1055000.458					673978.394700001		4360340.816				1206882.559		1349077.605							1169835.24900343		914559.212645467		420296.863499061		326617.808360883					536878.773345472			872737.621134098	1038432.12103388				918821.773841734	1394635.00731989		840458.50316007		597945.659435693		1127409.7332301	875004.545931694								1912244.2063398	1394358.61854289	2463347.80111795		3299248.5048561	
Q16540	IC	1	1	1	39S ribosomal protein L23, mitochondrial	MRPL23	11133463.11																					523304.460539139	1549290.04315827														265049.8981	149595.7175							117099.7558		434673.9414								1268705.223	2046202.165					1320762.47484685		321118.334077121			287244.710853874									484005.815300423													1246571.62226248															
Q9BYD3	IC	1	1	1	39S ribosomal protein L4, mitochondrial	MRPL4		697027.363300001					705366.515572751	944947.545308489			508942.807308094											589764.149842472					398281.837804968		3230261.49556833	896057.259848556		1319659.85870003	379507.731908107	797023.95279764		618354.446800002	942739.798900001	676085.9576	3219248.61200001	623469.191600001	295539.8018		2797828.379		804700.607800002					1305098.879	5310844.624	1366230.802	750416.3535	511505.9419	785642.754500001	703084.5027	349021.237446261	339908.124793328	325095.037102722	595709.976653123	403223.118557382	3129830.8278242	555480.452746715	524311.444247445	670959.490225054	741944.865682427	1166430.37664514		486756.295548592	873976.939750148	418285.214353409		1056084.14002442	1061666.86639431	299756.762890879		708466.162314945	1397492.2152043	461364.923033914	692435.597560359																1489159.77822171	3307949.69959642	3390907.56043856	1323588.82694073	2701300.6671757	3465196.91722753	1979975.76052619	1376178.79027606
Q9H9J2	IC	1	1	1	39S ribosomal protein L44, mitochondrial	MRPL44		1355858.403																		305961.275473401		1264924.32339327					1240808.21680344			756941.690771589	1212639.34813084	614140.582386979	2052374.17560095	765348.99666493		2129182.39500001	654494.715600001	2832487.96800001		552404.196500001					1163056.855	305940.2055							1943130.073		352623.782500001		162679.390335121				638982.049018798	861011.629182097			2231135.54681404		976576.269095083			157219.72208377							373129.151845126																				1723218.36552498						
Q13405	IC	1	1	1	39S ribosomal protein L49, mitochondrial	MRPL49		1106299.661																				393716.051598899					408629.220276357						361192.489957507	740014.769975453		588035.528200001	1151512.086	647944.4999		382234.786000001			697711.6133		321662.5142						1401400.577	1335356.113	1212968.93	681014.763800001	371724.609100001	636486.858600001			351530.385091946	759989.744057639			987354.300762053		796276.290102901	639269.424922189			451107.226499134		406538.176095877	454469.939667741		242694.122867199			471958.937926427			564949.857443122																	1785175.28158116	905455.112462692			1349134.47092057		1248643.40448985
Q99714	IC	6	6	6	3-hydroxyacyl-CoA dehydrogenase type-2	HSD17B10		1831141.058		198983.8695		377419.627710585		2537412.14468057		2306658.36683522	323932.21128897			456885.457225211	3418188.57670122		227243.625803108		1126762.51563722	667883.687666969	932168.252276931	2966616.34058091	295745.649466181	571804.482566475			5312888.16655945	4898900.23700793	193546.913870663	1336322.11946968	2580556.08411669	2497014.00316411	1127471.95016339	2050982.10067637		3508785.314	10206506.3	12749713.54	8624441.89200001	4119477.02200001	2043329.394	1027377.534	5841848.40700001		1377840.067					737097.189800001		1898122.182	3591761.818		653743.351400001	518083.5557	254229.435601534	3450646.76278431	7945439.9477393	2987844.7969967	3817351.36839872	1511392.62402533	7761286.86541628	1438413.96694422	9858806.60037768	5976611.06347511	3069868.86718696		12107101.4256796	1500881.32608104	6181359.52040233	1797471.05115213	2067104.78565617	5417676.13639326	262386.115138687	229738.706156615	2346388.48859852	2413363.88207667	1860082.06478718	1295118.62886093	340356.823547981		665220.19829261	1159592.02611331	160306.17466848	347698.056839535		925761.222666231	2588254.63073225	1961637.76937416	1467857.67563861				3341208.46447611		1754196.82355307	1918916.23624138					2756912.41575877
P31937	IC	2	2	2	3-hydroxyisobutyrate dehydrogenase, mitochondrial	HIBADH	2363694.091	1708937.06				724476.040986549	2396765.62352936	953008.12148238		1074550.08897834				899428.773708246	1677994.08554912		605834.476895999		1334331.79896973		1202628.79070175	4199759.5629788					974455.505508676			2487101.5307598	1248378.83100972		2309391.07374727	652779.530734963		498767.7061	1662368.469	1327359.692	1063286.825	1091537.572	1496314.502		1610901.038		749692.027300001		284716.1587							4945151.38600001	5669923.70200001	3898369.08000001	658786.459101108	727693.851033781	2621441.85679879		3755703.43974045		1563541.81146524	593355.093455644	1752831.8880149	454918.117480046	795125.280158862		1147530.7136875	1479252.73504828	2025060.97138607		1674954.77398284	364415.732549118	824563.409727964	1549316.64828653	1585692.7376413		1251643.79725523		2034535.68612602			733160.118185332		1165154.62303353		944736.205593772		787578.351150729					1083868.91230044								1707613.34222667
Q6NVY1	IC	3	3	3	3-hydroxyisobutyryl-CoA hydrolase, mitochondrial	HIBCH	8024941.50400001	7517969.73100002	2973773.40900001	1537894.825		4448399.16217221	5183544.99659879		3778574.28731716	1805329.49125201	3814125.02621167	823166.264502112		1766047.17288321		402314.625380897	3702486.83130402		2258321.3353685	558082.137891977	820486.945482114	836757.832093714	2337998.95866534	1187095.69313528	571771.712300001	4649826.43001214	797887.894200025	1256045.09636456	1032919.78928578	3802899.93167107	788227.547488206	4382108.7586196	718177.897117383	2157856.38654081	1616923.331	2110552.945	3581898.911	4631091.445	3737452.09100001	1681361.133	1951458.77		7058046.766	504289.6667	1539791.987		606909.642400001	3596196.02900001	2169069.30162903	3957362.26700001	1838190.615	7878931.49600001	7750615.45600001	3536618.66300001	11346760.72	10321084.17	1268284.02073777	967865.131912717	3200108.53688444	3027060.97796326	4549769.35208764	2320199.75863807	2602686.46222587	1416321.10522322	4980554.06992851	1956402.69598784	4960658.63830584	1085842.8362695	1887142.07134245	3707322.36504152	3802489.8436841	1203361.34886414	2138889.14269863	1910721.74818119	2761240.58556415	3087242.1427389	3546637.78113756	2677484.00316744	3248447.28217095	2168701.77851591	2900044.90682473	2898175.81413717	2429492.26762734	3181819.59850465	16336760.9742923	3669611.4083096	1810003.36778942	6379192.07263141	2976886.21418597	3965120.35356193		2446387.88078568	4098946.89864241	436019.824221457	5453280.46321043	4874953.21728517	2062066.06906343	2742810.83772528	1682220.34571846		1194680.60704415		5093036.78396982
P42765	IC	25	25	25	3-ketoacyl-CoA thiolase, mitochondrial	ACAA2	24393333.6500001	59987013.5500002	27917962.3	21286196.75		76018769.9101667	35168072.7866191	48244217.7508346	65156593.9362135	65953522.9791394	20383899.213204	2324253.28091667		23822236.2617991	73924969.5292795	1793313.46672528	63964872.4482822	4860972.31949939	39361054.0212037	23894929.2986888	16734065.9369504	24361708.2863363	38174452.0951522	32804118.7321923	4570816.91700001	11934988.3785247	27776254.8216339	45546588.4914471	7532655.76428808	36783064.4830135	15914299.8183431	56485033.4997992	24927621.5660034	80501441.9539451	6021623.706	40790307.41	47705545.3300001	58706347.14	43171986.99	19041870.85	70225965.2600001	22656836.5100001	91370353.2900004	91767217.7000001	47976575.5500001	49543757.0600001	7167235.375	20296882.5700001	9092723.91237858	35809003.35	5143841.96900001	70741243.87	61755406.86	49396013.82	27325444.0100001	28698069.6400001	15471933.9875669	17019883.5410197	36408446.8901177	89763801.7064095	19582730.918236	59593539.8234284	21536248.4790237	17526081.9439827	30314976.9213377	40688365.8663073	32559001.7234875	37361227.4469981	30398614.3377858	68646420.0075753	45216654.3346999	36397095.8976493	60138209.3715788	82969665.1268472	23176111.308973	18116381.5932911	63733443.6830699	37269870.2748058	16235752.4841438	39075427.0963518	6486555.04323686	39829249.5911618	25008196.1288808	27150592.7854781	27753742.0745671	42641961.6402217	11455217.316521	32228065.8072855	76976133.3140224	55789157.3275323	3572829.71189164	8197502.25073337	7053017.96159825	1638048.01866196	20538883.4790232	44605610.5462693	10731703.994839	47951676.719984	8617387.49838218	10313455.0540994	4433315.51645294	4724758.99470485	63897027.7199645
